0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.488176972685786970e-01,1.788959249209984836e-01,5.436321430643142882e-02,3.615384460882229423e-01,2.754009286064119655e-01,5.300002248954253092e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.059189157359160083e-01,3.044743591541431149e-01,1.117412761755947059e-01,2.498990138801144845e-01,9.176298978365624581e-01,2.641468532533736147e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.177736874735560768e-01,8.657150341901540536e-01,8.070794822453757345e-01,2.105505826588279783e-01,1.672430314564454790e-01,4.670639168207169067e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.942231175749810745e-02,2.002308097754729177e-01,9.985434027271720137e-01,3.727869783278882077e-01,7.605102739289496538e-01,4.734744426831611896e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.097153058176546736e-01,9.450384171904426811e-01,1.094466483418299330e-01,4.650931607648355337e-01,1.415552599008014223e-01,5.383487621569256198e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.989986565002454855e-01,5.377452194188360179e-01,6.656275378248543984e-01,3.643288005681459829e-01,6.230186193345603751e-01,6.427248852452113193e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.199818200973733928e-01,4.032424340101622429e-01,3.904203260965406486e-01,4.061895224724915154e-01,7.966610538989782331e-02,5.683120141208375387e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.833090863308889151e-02,6.956778106391275918e-01,2.915896090514291661e-02,4.994924197290839807e-01,1.326343177444612165e-01,3.075563354578514375e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.394894283138792268e-01,4.459981475196125311e-01,9.746066357195467544e-01,3.297659323715913526e-01,1.954248232131871044e-01,6.840462123134094519e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.510988572671809305e-01,7.710361133392682476e-01,7.917995013694747453e-01,4.438745891254290976e-01,2.688283012582403098e-01,2.390442205451659419e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.713325657678248071e-01,9.773087965586324533e-02,7.275225485779123202e-01,4.594444253357157226e-01,5.204964748097410387e-01,6.845690429035141689e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.252902952923508506e-01,6.034730573112548901e-01,8.238491084564107947e-01,4.518712634427729524e-01,8.879452010333056533e-01,2.203995366736388739e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.068226517205239645e-01,1.201012562940872996e-02,9.179413986516765656e-01,6.365662142278737390e-01,2.197620373371347302e-01,5.475524336459725028e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.207996703472000055e-01,8.756659420813518446e-01,1.275921549520394604e-01,3.036537397871995614e-01,2.952965716988186218e-01,5.691050376425755841e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.434196294659989324e-01,3.300151852703342437e-01,6.078523073725283776e-01,5.156753531483023734e-01,9.198007246232732248e-01,2.013666111853117391e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.644757760070447716e-03,7.173319673476696856e-02,4.204944965159219672e-01,4.989173718518411516e-01,5.737516865628724538e-01,8.803733819800643179e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.007199663040777349e-01,4.211780592700119508e-01,9.322773435409096310e-01,3.632907980305080109e-01,1.500415634990026614e-02,8.997274088109544765e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.154001669174503641e-01,9.709420683125342677e-01,6.216203340783854614e-01,9.362624562662403838e-01,5.990396713972186982e-01,1.392787153191553662e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.783747232389688575e-01,5.463390473331029007e-01,9.044383533662547769e-03,7.747702399200641077e-01,1.214245048767892410e-01,5.173941425728487697e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.657523438415871020e-01,7.629128415038006761e-01,9.408788806763205281e-01,1.239875644191115178e-01,2.099957380424549713e-01,3.653677020716356028e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.012884997359451589e-01,5.900054614056986502e-01,9.939147012278790605e-01,6.115088735479918824e-01,6.830213508992105664e-01,9.621129351913138006e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.340216715597561281e-01,1.291586952994090431e-01,2.154033690963182979e-01,8.500659465396038783e-01,3.699892463660712227e-01,2.282124793545454722e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.599326513042674369e-01,4.657507789339230264e-01,6.781169710862006150e-01,3.778759770783560734e-01,7.164335552866722967e-01,3.650197873994559528e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.515218722940009588e-01,5.862687002943826053e-01,1.153883487029976340e-01,1.595357505021762767e-01,7.454382276225132165e-01,4.723416941275893066e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.302029281971096575e-01,8.120136902857684191e-01,6.600112254706125281e-02,2.999189196992323447e-01,6.235820536184045748e-01,4.931875372423607518e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.892197289772628910e-01,8.387899276190960984e-01,7.612766711569551870e-01,1.214915864623027364e-01,9.697427120239980880e-01,8.638092279224773851e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.929055739243630718e-02,3.426550027332561088e-01,3.612705238698832311e-02,5.868408794666617467e-01,7.973854957853799830e-01,9.691310570839594130e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.685052507178072423e-01,7.902950509210371344e-02,1.847429780299910673e-01,8.835357348871609728e-01,7.445137283483996837e-01,1.670162454535158991e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.385093092938887605e-01,5.126574298015115216e-01,2.173816570172628637e-01,1.016434320515834377e-01,2.489649211350638547e-01,9.666123172928160479e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,8.218465055048731482e-01,4.351161307235200670e-01,8.278123360964413369e-01,4.753698969229203097e-02,7.698532438293518299e-01,9.656015630530149219e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.087313459624174694e-02,5.908960123475244242e-01,7.483358272644883291e-01,1.984305405427251312e-01,4.522660218466868498e-01,2.527690270981699516e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.172564608803590813e-01,9.508608038638601823e-01,2.622475997454338792e-01,1.332437497449985297e-01,1.678721348405992631e-01,4.103986806707683455e-01
